T,value
15566,40472.88
15567,50903.19
15568,43606.68
15569,31704.35
15570,2734.88
15571,34351.5
15572,20447.24
15573,1678.76
15574,12372.1
15575,85579.12
15576,35233.44
15577,10153.22
15578,18595.5
15579,5593.64
15580,62892.48
15581,36176.4
15582,18863.6
15583,64711.02
15584,38390.76
15585,64191.16
15586,57963.84
15587,49775.68
15588,54540.33
15589,32160.0
15590,35106.21
15591,22161.75
15592,66047.36
15593,62934.13
15594,39812.06
15595,65182.16
15596,8273.4
15597,21471.01
15598,60503.1
15599,7056.84
15600,62891.4
15601,77792.4
15602,25850.24
15603,43890.12
15604,14445.84
15605,79196.4
15606,31920.3
15607,10010.1
15608,35965.58
15609,43916.74
15610,20195.24
15611,57056.1
15612,77320.26
15613,74055.15
15614,17968.94
15615,4429.38
15616,19299.41
15617,7888.0
15618,23281.2
15619,62454.04
15620,31616.16
15621,44238.46
15622,49008.28
15623,42475.94
15624,14513.4
15625,98349.5
15626,51214.14
15627,75381.6
15628,48180.33
15629,31586.24
15630,18118.1
15631,8268.05
15632,55326.99
15633,12938.53
15634,53060.7
15635,17324.1
15636,20407.14
15637,32368.93
15638,49678.4
15639,54882.0
15640,52720.82
15641,59677.56
15642,3516.39
15643,33347.28
15644,28215.24
15645,22512.0
15646,29176.78
15647,48891.6
15648,66111.32
15649,21496.86
15650,34430.4
15651,45261.84
15652,17945.19
15653,21200.1
15654,22495.42
15655,14071.09
15656,19533.03
15657,58094.0
15658,56856.0
15659,57908.81
15660,56762.94
15661,46356.62
15662,46972.98
15663,58171.84
15664,85980.3
15665,72552.8
15666,10180.5
15667,58775.46
15668,28517.16
15669,19383.91
15670,47622.5
15671,21174.34
15672,31006.5
15673,53577.6
15674,87993.71
15675,26476.45
15676,28078.73
15677,37320.49
15678,17858.88
15679,70775.28
15680,13061.02
15681,27075.25
15682,41552.48
15683,23608.96
15684,46574.71
15685,31562.4
15686,21095.55
15687,3291.57
15688,48797.32
15689,9536.8
15690,48852.5
15691,42839.42
15692,60744.52
15693,39801.63
15694,18811.32
15695,24076.22
15696,54864.6
15697,82778.64
15698,6450.0
15699,8885.1
15700,60467.94
15701,53685.4
15702,60327.12
15703,75875.5
15704,19896.25
15705,7549.74
15706,54073.47
15707,1089.0
15708,31673.51
15709,12199.88
15710,51254.0
15711,13664.04
15712,3141.12
15713,58204.74
15714,85445.8
15715,38649.38
15716,37705.23
15717,51504.44
15718,48347.4
15719,45255.37
15720,26696.74
15721,1779.7
15722,35001.12
15723,8974.25
15724,17608.4
15725,52647.84
15726,4372.47
15727,18299.38
15728,32503.68
15729,20674.89
15730,36835.65
15731,63035.86
15732,65303.7
15733,69397.85
15734,36217.08
15735,32468.98
15736,22837.05
15737,60914.58
15738,39121.32
15739,44826.84
15740,1259.25
15741,48069.0
15742,37220.4
15743,84076.96
15744,25751.83
15745,49850.4
15746,47790.4
15747,55606.66
15748,23671.57
15749,7738.2
15750,61151.68
15751,69425.6
15752,11044.92
15753,17866.8
15754,65205.0
15755,61001.64
15756,25476.5
15757,27146.21
15758,28292.16
15759,14245.56
15760,41742.3
15761,4945.8
15762,14644.41
15763,39178.7
15764,3303.27
15765,25439.31
15766,58159.64
15767,59516.16
15768,71993.95
15769,13653.1
15770,3577.6
15771,61243.48
15772,33491.64
15773,30737.34
15774,15526.17
15775,6614.36
15776,30361.14
15777,42271.52
15778,47508.36
15779,79022.39
15780,14358.24
15781,56374.4
15782,33871.68
15783,48185.84
15784,58015.44
15785,3611.68
15786,60817.27
15787,79036.61
15788,14726.96
15789,29656.26
15790,39080.0
15791,52378.92
15792,32640.0
15793,80450.1
15794,53422.2
15795,5711.94
15796,9524.45
15797,36758.2
15798,89539.12
15799,51264.18
15800,74490.44
15801,3837.81
15802,52471.22
15803,54822.72
15804,35623.56
15805,10460.8
15806,49098.49
15807,34235.6
15808,41294.96
15809,29611.69
15810,14107.34
15811,26272.74
15812,52676.73
15813,71712.9
15814,21409.95
15815,27671.22
15816,53828.55
15817,71907.81
15818,29269.07
15819,6486.24
15820,4405.47
15821,52345.86
15822,9072.0
15823,49166.79
15824,11220.12
15825,5798.91
15826,16695.15
15827,77300.9
15828,61439.4
15829,65040.3
15830,30044.28
15831,11190.6
15832,9312.88
15833,84231.0
15834,6626.96
15835,24619.32
15836,39097.45
15837,19152.54
15838,9584.45
15839,45711.15
15840,6246.56
15841,78366.96
15842,55432.26
15843,73815.85
15844,29904.6
15845,28489.3
15846,50002.2
15847,79079.6
15848,66706.93
15849,52279.04
15850,5964.18
15851,3016.84
15852,59256.61
15853,42612.2
15854,19024.98
15855,84839.5
15856,7645.44
15857,42984.92
15858,16946.01
15859,72736.86
15860,84331.0
15861,41688.37
15862,43214.0
15863,35850.91
15864,30559.68
15865,43450.68
15866,36376.74
15867,22003.9
15868,48881.56
15869,24426.36
15870,84180.0
15871,82653.75
15872,45841.52
15873,14704.0
15874,15885.6
15875,55534.34
15876,60791.76
15877,46679.76
15878,35963.26
15879,40455.36
15880,20456.76
15881,16199.01
15882,3379.48
15883,1715.78
15884,63088.32
15885,62423.73
15886,23472.82
15887,3389.46
15888,2206.36
15889,79723.16
15890,14313.52
15891,9090.36
15892,49923.0
15893,40145.82
15894,40401.06
15895,49197.25
15896,48915.12
15897,56629.61
15898,26785.95
15899,50003.1
15900,19892.52
15901,15172.43
15902,1423.36
15903,25202.67
15904,60357.87
15905,25704.28
15906,6732.78
15907,33724.5
15908,54399.42
15909,52114.34
15910,51424.5
15911,44835.93
15912,66851.19
15913,25182.15
15914,38970.45
15915,20805.28
15916,19130.16
15917,16159.52
15918,15277.86
15919,52903.5
15920,45481.41
15921,45600.8
15922,43285.2
15923,3353.2
15924,7819.63
15925,1900.93
15926,46406.51
15927,12730.23
15928,41077.92
15929,36998.37
15930,35213.4
15931,13054.5
15932,34198.12
15933,8157.75
15934,58944.78
15935,33033.75
15936,38417.0
15937,27503.25
15938,39309.69
15939,8959.4
15940,30908.24
15941,68288.76
15942,20909.24
15943,70894.1
15944,4029.88
15945,21658.86
15946,25583.8
15947,31777.48
15948,38770.87
15949,1620.66
15950,53746.56
15951,68672.5
15952,44236.94
15953,68967.5
15954,61717.74
15955,49901.5
15956,24568.0
15957,52569.12
15958,22374.88
15959,50641.97
15960,27864.81
15961,37321.41
15962,78813.41
15963,9279.3
15964,53601.0
15965,56606.27
15966,73155.6
15967,60997.46
15968,34949.6
15969,46328.84
15970,83483.1
15971,59870.52
15972,63184.32
15973,36012.0
15974,90756.62
15975,3201.04
15976,66158.83
15977,18499.8
15978,40815.25
15979,24656.69
15980,62972.64
15981,3858.9
15982,42293.78
15983,33316.92
15984,19731.32
15985,44203.93
15986,46372.62
15987,30942.24
15988,9056.46
15989,92894.69
15990,57013.6
15991,31208.76
15992,66593.34
15993,49787.1
15994,61170.2
15995,42569.45
15996,59279.85
15997,7126.96
15998,5123.34
15999,58435.12
16000,22332.42
16001,38579.0
16002,22977.84
16003,51881.31
16004,15774.93
16005,7752.65
16006,8288.16
16007,64394.64
16008,45108.09
16009,53285.1
16010,22619.28
16011,11034.88
16012,31059.87
16013,2826.86
16014,51086.7
16015,9632.88
16016,31670.8
16017,50905.7
16018,58435.12
16019,20182.14
16020,68721.5
16021,8728.16
16022,11188.74
16023,13933.52
16024,15864.93
16025,24311.28
16026,1276.23
16027,40529.61
16028,52615.35
16029,44064.32
16030,14336.74
16031,25736.48
16032,94160.16
16033,54747.0
16034,2618.68
16035,40650.48
16036,24203.52
16037,18979.95
16038,83280.4
16039,44850.72
16040,22847.4
16041,33931.2
16042,12647.79
16043,47724.8
16044,26064.24
16045,25171.92
16046,51574.25
16047,29129.8
16048,7602.49
16049,39522.3
16050,37557.4
16051,11555.11
16052,52470.04
16053,15747.12
16054,46948.57
16055,7939.56
16056,50828.7
16057,33109.23
16058,40750.02
16059,57876.84
16060,27423.18
16061,24301.41
16062,56377.86
16063,36478.0
16064,81879.6
16065,48797.7
16066,37371.85
16067,10153.53
16068,12713.5
16069,57418.04
16070,30391.51
16071,39978.9
16072,12022.0
16073,20017.26
16074,36279.36
16075,25223.2
16076,11711.5
16077,21067.05
16078,19698.63
16079,8763.25
16080,12780.25
16081,13496.04
16082,52166.74
16083,8948.45
16084,44134.93
16085,88682.89
16086,6384.66
16087,68094.37
16088,62401.14
16089,69576.85
16090,42334.32
16091,58401.8
16092,12101.1
16093,26442.15
16094,35858.16
16095,36971.64
16096,52580.08
16097,53632.8
16098,2638.68
16099,56127.82
16100,10131.72
16101,75798.75
16102,72852.12
16103,2704.58
16104,21802.2
16105,58161.28
16106,49408.0
16107,13693.52
16108,27120.91
16109,51882.87
16110,61350.3
16111,55478.29
16112,80444.83
16113,54243.17
16114,93262.08
16115,58665.09
16116,28503.18
16117,49352.49
16118,45238.76
16119,42705.0
16120,51065.0
16121,61695.0
16122,36685.44
16123,59338.8
16124,10027.57
16125,66413.0
16126,36268.54
16127,53497.94
16128,41316.5
16129,89339.48
16130,40697.72
16131,36822.45
16132,53643.24
16133,3341.42
16134,31670.6
16135,94089.77
16136,51713.64
16137,51286.08
16138,26927.4
16139,26623.87
16140,67480.56
16141,27066.16
16142,11946.77
16143,69412.2
16144,10566.9
16145,15185.82
16146,20685.42
16147,61437.15
16148,44107.74
16149,18216.18
16150,26865.09
16151,28474.38
16152,28657.41
16153,26865.44
16154,31551.68
16155,60640.88
16156,90660.18
16157,56504.96
16158,39188.88
16159,16588.2
16160,11660.99
16161,50148.32
16162,34748.07
16163,68948.16
16164,88138.0
16165,35486.64
16166,57073.5
16167,52129.56
16168,42032.6
16169,54288.36
16170,60997.3
16171,38052.74
16172,23048.64
16173,8696.46
16174,87185.0
16175,26155.52
16176,20228.64
16177,15406.11
16178,50716.36
16179,75631.08
16180,61340.07
16181,35152.38
16182,64007.72
16183,66558.19
16184,15878.38
16185,57037.2
16186,68748.8
16187,47897.08
16188,46959.04
16189,51198.0
16190,62258.8
16191,68855.04
16192,78663.48
16193,45284.01
16194,12282.6
16195,3252.3
16196,78978.5
16197,67349.92
16198,42326.78
16199,39232.25
16200,8338.5
16201,70720.65
16202,15775.2
16203,85622.4
16204,2536.68
16205,2674.62
16206,22018.08
16207,21835.18
16208,17859.71
16209,61502.4
16210,68922.45
16211,1294.36
16212,3727.6
16213,28163.97
16214,58258.0
16215,49083.84
16216,26575.2
16217,7032.66
16218,8985.12
16219,54152.05
16220,80806.9
16221,44790.84
16222,52040.32
16223,15175.0
16224,18658.72
16225,15783.24
16226,75843.43
16227,22493.73
16228,61721.4
16229,35820.0
16230,19104.58
16231,51792.48
16232,64357.57
16233,35040.18
16234,32455.92
16235,71221.3
16236,61663.7
16237,69022.54
16238,43534.17
16239,48999.56
16240,20701.6
16241,40186.44
16242,33339.81
16243,27688.8
16244,44442.96
16245,9777.9
16246,61677.63
16247,34335.25
16248,1977.95
16249,36185.1
16250,46952.84
16251,2866.94
16252,80143.42
16253,44876.92
16254,28656.56
16255,32117.96
16256,38493.0
16257,30165.35
16258,10000.2
16259,44865.6
16260,47750.3
16261,16017.28
16262,25881.12
16263,29962.52
16264,56716.11
16265,55019.16
16266,35591.12
16267,7135.4
16268,35661.96
16269,38819.55
16270,1850.81
16271,14566.64
16272,44417.25
16273,79328.0
16274,14505.21
16275,45744.21
16276,22539.14
16277,31598.56
16278,17023.82
16279,39280.08
16280,10606.5
16281,47092.64
16282,53166.4
16283,38602.44
16284,62452.77
16285,20089.98
16286,14982.21
16287,68372.83
16288,43826.38
16289,17188.56
16290,28126.35
16291,10582.2
16292,86085.14
16293,72422.0
16294,30224.4
16295,25872.48
16296,9104.72
16297,15862.08
16298,22443.6
16299,56434.32
16300,81776.5
16301,3285.42
16302,2090.99
16303,68446.3
16304,41043.42
16305,32449.6
16306,21304.06
16307,32992.4
16308,25323.6
16309,59516.72
16310,7667.5
16311,28131.74
16312,75340.02
16313,19286.71
16314,14259.08
16315,42311.94
16316,40704.25
16317,3977.94
16318,7653.1
16319,81014.84
16320,48328.83
16321,17619.2
16322,35585.28
16323,41072.94
16324,19578.13
16325,45486.09
16326,35757.12
16327,87411.07
16328,8673.85
16329,10161.81
16330,40993.2
16331,2402.5
16332,18900.0
16333,47139.47
16334,47180.64
16335,10991.61
16336,42666.54
16337,55736.55
16338,2234.24
16339,52849.6
16340,62398.72
16341,62626.4
16342,55133.6
16343,40519.44
16344,31623.8
16345,40267.25
16346,7807.2
16347,30292.34
16348,17585.12
16349,28328.4
16350,28876.2
16351,46124.16
16352,53289.28
16353,16135.5
16354,67522.04
16355,16496.5
16356,1954.12
16357,8379.63
16358,85064.36
16359,61978.7
16360,32673.73
16361,1514.41
16362,29529.9
16363,3793.96
16364,26361.06
16365,29386.26
16366,37164.4
16367,1020.04
16368,38464.73
16369,44723.44
16370,77480.0
16371,10996.92
16372,4366.17
16373,51228.9
16374,77303.87
16375,37979.48
16376,69720.69
16377,18678.14
16378,15676.68
16379,33833.11
16380,96114.53
16381,36971.64
16382,72988.93
16383,78550.06
16384,31171.14
16385,63787.18
16386,6444.54
16387,13945.08
16388,21437.9
16389,62270.01
16390,53444.04
16391,13766.0
16392,17981.82
16393,54304.56
16394,35985.34
16395,54270.15
16396,67167.72
16397,3575.42
16398,32746.51
16399,31541.9
16400,35442.66
16401,36337.2
16402,48180.3
16403,21869.32
16404,60160.62
16405,36359.0
16406,60989.7
16407,19042.72
16408,18476.73
16409,56008.0
16410,6334.2
16411,5610.0
16412,58857.63
16413,12464.98
16414,59873.18
16415,65335.49
16416,5447.13
16417,44349.5
16418,54213.42
16419,40289.86
16420,76598.34
16421,36621.4
16422,65009.28
16423,84062.85
16424,29637.93
16425,62474.58
16426,21171.84
16427,68312.6
16428,66829.08
16429,50243.49
16430,95949.12
16431,28826.5
16432,13332.6
16433,16792.49
16434,50692.46
16435,48080.26
16436,12415.23
16437,58559.4
16438,33265.65
16439,72441.93
16440,4336.68
16441,19155.89
16442,35380.53
16443,67278.6
16444,20022.96
16445,22061.85
16446,37181.57
16447,17307.9
16448,27126.05
16449,14414.7
16450,32373.88
16451,45525.36
16452,36864.36
16453,33323.36
16454,47612.76
16455,71814.68
16456,5913.64
16457,22347.23
16458,44167.0
16459,35984.19
16460,50127.0
16461,4148.36
16462,21046.14
16463,21524.3
16464,90358.65
16465,4783.89
16466,46659.3
16467,57241.28
16468,46093.75
16469,43196.58
16470,9649.44
16471,15238.3
16472,56866.32
16473,80402.69
16474,7376.95
16475,33812.1
16476,25898.18
16477,45477.6
16478,40327.36
16479,9416.8
16480,26933.9
16481,24495.92
16482,47846.4
16483,47997.25
16484,52972.08
16485,22446.32
16486,26029.52
16487,36361.75
16488,3228.12
16489,11793.04
16490,65361.5
16491,34309.25
16492,61409.4
16493,15407.84
16494,1737.77
16495,87209.71
16496,47507.46
16497,6722.6
16498,57493.22
16499,36175.36
16500,67737.12
16501,44846.48
16502,36314.8
16503,64179.57
16504,27789.52
16505,70348.2
16506,37288.0
16507,61884.48
16508,52202.84
16509,10216.62
16510,48796.54
16511,45402.93
16512,61045.74
16513,91791.5
16514,76272.97
16515,24230.08
16516,18738.72
16517,27852.96
16518,19405.8
16519,6754.68
16520,15316.28
16521,15596.7
16522,8523.1
16523,41811.48
16524,44562.19
16525,56018.55
16526,37331.76
16527,7557.75
16528,73875.85
16529,27527.8
16530,38330.6
16531,4885.35
16532,87949.7
16533,69161.54
16534,16359.76
16535,20588.64
16536,30912.96
16537,70837.2
16538,47508.2
16539,85876.48
16540,20856.0
16541,34288.74
16542,42524.64
16543,48133.8
16544,70679.0
16545,37457.64
16546,3015.18
16547,44572.74
16548,35933.96
16549,63325.44
16550,45686.2
16551,58428.28
16552,9426.16
16553,6501.75
16554,24474.75
16555,53252.64
16556,38117.12
16557,14925.0
16558,16937.04
16559,25582.62
16560,30291.28
16561,14222.76
16562,62853.35
16563,20744.08
16564,1442.35
16565,38632.56
16566,87545.85
16567,56169.45
16568,81118.8
16569,71424.5
16570,4041.93
16571,65822.64
16572,30888.48
16573,6656.95
16574,11715.97
16575,22919.84
16576,71385.3
16577,66598.4
16578,59292.87
16579,24679.0
16580,12051.2
16581,30767.84
16582,43212.3
16583,63984.39
16584,25999.56
16585,48753.72
16586,6071.3
16587,53747.84
16588,74849.24
16589,62620.4
16590,2965.04
16591,42050.88
16592,42612.57
16593,8643.2
16594,68357.08
16595,10874.85
16596,1493.57
16597,63320.25
16598,8047.44
16599,22530.78
16600,41997.96
16601,59509.86
16602,79106.28
16603,48769.01
16604,40530.0
16605,38769.72
16606,90038.4
16607,20828.88
16608,5119.92
16609,91811.86
16610,58113.1
16611,25864.13
16612,41192.25
16613,72013.92
16614,8519.84
16615,54879.16
16616,79241.44
16617,17407.2
16618,58577.51
16619,46457.7
16620,23240.23
16621,45187.47
16622,8300.7
16623,8550.18
16624,74959.3
16625,59952.06
16626,11440.8
16627,37332.96
16628,23150.0
16629,51527.58
16630,9720.36
16631,41193.92
16632,16609.92
16633,55299.09
16634,60369.96
16635,64397.84
16636,51150.78
16637,3177.2
16638,66248.7
16639,49634.82
16640,24130.31
16641,8282.33
16642,63711.04
16643,66361.5
16644,39878.7
16645,74918.22
16646,4992.8
16647,28529.55
16648,48146.76
16649,52052.48
16650,89097.36
16651,64784.58
16652,83331.6
16653,29068.0
16654,88319.85
16655,36774.66
16656,63860.78
16657,64350.72
16658,19456.95
16659,14159.09
16660,6790.42
16661,59457.06
16662,47410.0
16663,44264.44
16664,5186.19
16665,19708.92
16666,2844.86
16667,49873.62
16668,10964.25
16669,36659.07
16670,7715.88
16671,6810.64
16672,24640.82
16673,63312.0
16674,5785.35
16675,21829.12
16676,5900.45
16677,6822.96
16678,9130.38
16679,46450.0
16680,31905.0
16681,17892.9
16682,10594.5
16683,31039.11
16684,22119.8
16685,25290.08
16686,18466.5
16687,43670.75
16688,21217.56
16689,7890.26
16690,95035.2
16691,72827.0
16692,27980.25
16693,68004.3
16694,44191.29
16695,44190.09
16696,13473.74
16697,12211.65
16698,1008.1
16699,34404.48
16700,50378.76
16701,73868.49
16702,11432.61
16703,38567.2
16704,36437.52
16705,55403.3
16706,74406.01
16707,47795.88
16708,3459.58
16709,25631.06
16710,55189.44
16711,26494.93
16712,38951.52
16713,27139.79
16714,34177.44
16715,61005.52
16716,40670.12
16717,4164.36
16718,55178.9
16719,5648.73
16720,56917.76
16721,5445.65
16722,53181.98
16723,73071.5
16724,26789.04
16725,48412.0
16726,82484.64
16727,70760.38
16728,37998.48
16729,54885.68
16730,43062.63
16731,2446.34
16732,29533.92
16733,18814.8
16734,45763.08
16735,73277.49
16736,44443.2
16737,54225.07
16738,9214.7
16739,53143.2
16740,54072.54
16741,34402.56
16742,15305.4
16743,16785.3
16744,24570.95
16745,88733.65
16746,43444.75
16747,42160.4
16748,58492.04
16749,16532.01
16750,18530.33
16751,75145.44
16752,15368.47
16753,1037.06
16754,89394.0
16755,37898.2
16756,25975.8
16757,63203.35
16758,4660.8
16759,43481.9
16760,88023.48
16761,28127.16
16762,33632.0
16763,61561.0
16764,38646.38
16765,91241.76
16766,65580.24
16767,21390.25
16768,47058.6
16769,53145.4
16770,93194.08
16771,41567.12
16772,15526.8
16773,14437.44
16774,21680.45
16775,78429.72
16776,78649.92
16777,37319.57
16778,20204.88
16779,92493.6
16780,40911.84
16781,50049.38
16782,34488.63
16783,21030.35
16784,36307.57
16785,58059.12
16786,69064.5
16787,52538.18
16788,13575.69
16789,48461.16
16790,11302.2
16791,73384.26
16792,80026.9
16793,20931.15
16794,14302.75
16795,3567.81
16796,38201.8
16797,64767.96
16798,17970.4
16799,74964.12
16800,53077.76
16801,22485.72
16802,24592.86
16803,37297.6
16804,70024.5
16805,33743.64
16806,7232.65
16807,15947.25
16808,47719.35
16809,2850.7
16810,10810.16
16811,82482.12
16812,70514.4
16813,3209.38
16814,64091.07
16815,3540.39
16816,18862.47
16817,7492.55
16818,23658.57
16819,23188.49
16820,73361.4
16821,41337.12
16822,55223.24
16823,79864.65
16824,43149.86
16825,28406.8
16826,53805.5
16827,62555.83
16828,73557.12
16829,18607.42
16830,23534.63
16831,38104.3
16832,19128.6
16833,3213.06
16834,13824.2
16835,12853.36
16836,15002.78
16837,69867.85
16838,36148.84
16839,65211.32
16840,88594.06
16841,38316.6
16842,22042.95
16843,942.03
16844,20910.67
16845,41419.56
16846,50395.56
16847,67738.0
16848,21496.3
16849,47479.5
16850,26269.2
16851,40451.02
16852,25047.51
16853,60954.18
16854,80343.9
16855,13922.28
16856,53435.34
16857,14594.88
16858,1257.19
16859,1247.17
16860,30149.0
16861,40262.4
16862,27588.08
16863,16196.4
16864,30245.76
16865,46174.8
16866,67964.76
16867,75245.76
16868,32344.02
16869,7195.56
16870,5078.1
16871,35552.32
16872,35083.86
16873,25355.5
16874,74629.34
16875,38793.6
16876,29227.2
16877,24730.64
16878,10348.87
16879,13614.16
16880,43669.92
16881,69721.26
16882,62772.48
16883,26713.12
16884,58837.76
16885,42218.05
16886,43924.68
16887,22368.32
16888,9124.5
16889,38342.52
16890,6887.0
16891,30857.45
16892,38939.0
16893,25682.64
16894,48328.96
16895,50331.36
16896,58960.44
16897,45583.92
16898,5504.34
16899,68744.52
16900,43180.8
16901,19907.69
16902,88544.48
16903,44292.7
16904,33774.2
16905,53750.4
16906,47119.02
16907,32762.24
16908,14534.5
16909,40575.84
16910,19349.06
16911,57440.65
16912,65210.98
16913,16909.92
16914,48346.36
16915,40860.04
16916,28110.6
16917,44780.08
16918,26124.75
16919,47396.64
16920,15090.9
16921,4740.2
16922,69416.88
16923,55769.4
16924,52611.61
16925,32253.36
16926,27867.84
16927,50820.82
16928,94221.61
16929,75356.6
16930,6209.88
16931,3769.88
16932,58855.0
16933,21030.57
16934,44568.0
16935,49680.75
16936,2576.66
16937,21459.46
16938,68414.24
16939,41585.04
16940,45519.25
16941,12445.32
16942,88087.5
16943,14989.92
16944,33540.66
16945,50898.68
16946,14222.72
16947,4676.28
16948,1836.76
16949,22761.48
16950,11885.34
16951,23318.51
16952,54759.04
16953,34235.0
16954,86702.78
16955,56215.2
16956,22138.92
16957,22561.6
16958,37520.59
16959,14028.14
16960,85528.8
16961,40719.6
16962,3748.12
16963,74665.06
16964,12806.31
16965,18734.51
16966,80798.0
16967,35437.2
16968,55803.52
16969,69367.2
16970,6846.72
16971,23276.68
16972,27327.5
16973,40367.5
16974,61021.6
16975,62623.6
16976,63116.0
16977,11375.52
16978,64777.38
16979,98338.59
16980,5041.16
16981,11253.66
16982,30941.44
16983,27083.52
16984,91480.06
16985,17308.34
16986,63816.12
16987,16757.7
16988,53452.0
16989,48167.31
16990,63074.64
16991,3864.87
16992,38647.7
16993,31555.0
16994,10410.1
16995,48891.6
16996,54968.1
16997,37124.22
16998,46064.85
16999,50450.7
17000,87070.95
17001,42786.9
17002,66567.9
17003,50361.0
17004,42219.6
17005,65909.55
17006,48321.0
17007,25418.56
17008,64819.92
17009,11365.97
17010,6081.05
17011,58510.0
17012,39771.48
17013,39541.92
17014,17057.4
17015,12740.8
17016,42502.02
17017,57970.44
17018,20517.0
17019,10866.64
17020,60660.8
17021,44079.04
17022,33902.4
17023,60177.56
17024,35067.96
17025,34774.48
17026,33957.88
17027,48772.0
17028,22465.1
17029,87836.4
17030,58961.94
17031,11651.34
17032,43725.92
17033,45495.5
17034,49285.72
17035,41427.96
17036,50496.48
17037,51571.29
17038,49862.7
17039,32928.49
17040,29070.14
17041,3018.82
17042,87622.18
17043,45148.38
17044,47613.35
17045,57140.3
17046,35196.6
17047,19956.3
17048,73027.3
17049,45192.0
17050,27766.26
17051,68824.56
17052,17489.88
17053,58753.05
17054,85662.72
17055,8451.09
17056,33358.74
17057,23109.12
17058,9105.66
17059,63105.42
17060,53713.92
17061,39871.0
17062,5834.76
17063,28733.88
17064,25947.4
17065,27222.15
17066,57582.0
17067,40232.22
17068,51629.68
17069,6654.9
17070,80339.6
17071,21353.28
17072,11405.16
17073,50966.85
17074,3447.27
17075,46094.08
17076,25105.2
17077,50216.22
17078,4015.9
17079,81701.84
17080,65127.65
17081,71180.56
17082,5585.8
17083,32818.5
17084,82489.13
17085,4089.9
17086,16226.1
17087,51709.95
17088,2997.1
17089,37916.37
17090,41887.78
17091,33051.0
17092,1271.22
17093,41773.8
17094,64006.74
17095,3401.54
17096,22921.0
17097,25414.22
17098,28247.91
17099,3516.21
17100,24084.75
17101,1764.67
17102,32539.98
17103,42777.36
17104,16351.68
17105,33861.1
17106,11555.68
17107,33535.75
17108,35145.6
17109,67930.3
17110,18439.2
17111,58412.0
17112,7097.1
17113,63208.0
17114,33106.5
17115,66298.22
17116,69700.05
17117,38033.26
17118,36013.68
17119,26221.82
17120,44462.95
17121,20950.08
17122,74952.93
17123,82928.64
17124,32865.84
17125,74592.22
17126,58536.06
17127,53370.74
17128,77695.38
17129,46768.02
17130,14842.85
17131,38663.67
17132,12823.44
17133,27833.22
17134,11072.7
17135,6054.0
17136,29194.82
17137,5457.08
17138,51826.17
17139,40998.96
17140,25248.96
17141,37776.48
17142,83802.36
17143,68073.71
17144,50044.41
17145,45860.78
17146,38483.64
17147,78244.65
17148,9441.9
17149,3711.75
17150,29427.72
17151,10804.64
17152,78138.21
17153,22423.52
17154,55477.8
17155,66847.5
17156,3901.7
17157,55417.84
17158,51230.1
17159,8126.28
17160,55759.44
17161,77874.0
17162,35938.54
17163,7575.6
17164,45191.08
17165,31118.04
17166,25855.22
17167,40079.48
17168,65412.26
17169,35565.72
17170,50321.88
17171,51972.03
17172,82038.13
17173,69558.15
17174,55002.14
17175,39242.24
17176,46487.3
17177,94124.64
17178,53561.17
17179,78660.61
17180,77274.0
17181,60388.2
17182,27789.72
17183,13863.74
17184,42604.9
17185,34580.0
17186,21249.67
17187,1406.35
17188,34387.64
17189,10330.6
17190,75003.84
17191,16242.16
17192,43781.4
17193,53391.9
17194,62341.96
17195,63749.94
17196,93393.0
17197,9369.9
17198,52428.61
17199,65994.22
17200,37135.26
17201,19483.87
17202,28028.8
17203,7237.5
17204,30600.0
17205,63820.8
17206,19626.0
17207,11113.69
17208,29915.62
17209,78156.4
17210,9537.3
17211,22052.52
17212,6006.16
17213,70256.3
17214,62816.75
17215,26225.06
17216,11163.6
17217,9274.15
17218,40840.8
17219,9021.0
17220,27000.87
17221,59804.16
17222,46348.47
17223,14726.04
17224,27025.44
17225,13325.22
17226,5068.92
17227,35350.56
17228,15446.73
17229,35258.08
17230,3378.12
17231,21958.56
17232,71668.4
17233,25127.57
17234,15044.12
17235,14783.6
17236,45835.36
17237,7825.5
17238,69019.3
17239,60666.84
17240,23317.18
17241,34173.06
17242,17826.71
17243,76530.97
17244,70426.11
17245,51649.2
17246,35112.0
17247,28358.45
17248,18520.04
17249,86393.28
17250,38908.59
17251,48413.96
17252,48568.0
17253,29372.94
17254,64181.91
17255,40058.6
17256,21457.65
17257,36953.86
17258,1882.79
17259,4841.12
17260,5942.88
17261,37480.2
17262,60453.45
17263,2318.26
17264,45698.47
17265,43644.9
17266,28419.58
17267,28731.82
17268,56649.12
17269,16660.05
17270,54810.6
17271,55865.39
17272,39134.64
17273,5903.91
17274,38440.8
17275,11928.6
17276,57008.48
17277,53508.49
17278,57388.8
17279,74964.36
17280,20701.08
17281,87840.18
17282,25350.5
17283,8766.38
17284,57407.04
17285,29808.27
17286,27883.04
17287,38197.0
17288,48011.48
17289,3881.96
17290,51486.57
17291,22897.66
17292,14344.1
17293,38538.5
17294,23882.0
17295,35734.66
17296,18320.0
17297,62556.16
17298,54606.42
17299,45852.24
17300,18793.08
17301,42055.56
17302,22551.6
17303,63161.28
17304,4714.92
17305,37108.5
17306,64996.68
17307,55495.77
17308,13313.08
17309,80926.93
17310,29899.87
17311,12661.36
17312,1300.25
17313,69113.04
17314,2900.82
